year,no,instruction,input,result,isAnswerable,isMultipleChoice,isSingleChoiceSolution,note
2024,38,ความเผ็ดของพริกเกิดจากสารแคปไซซินที่เกาะอยู่ตามบริเวณเมล็ดพริก ซึ่งสารแคปไซซินจะละลายในน้ำได้น้อย แต่ละลายได้ดีในไขมันและแอลกอฮอล์ หากต้องการลดความเผ็ดของอาหารในปากให้รับประทานอาหารที่มีไขมันหรือเครื่องดื่มที่มีแอลกอฮอล์ผสมอยู่ เพราะการดื่มน้ำเปล่าจะช่วยลดเพียงอาการแสบร้อนเท่านั้น ซึ่งระดับความเผ็ดของพริกจะแตกต่างกันออกไปตามชนิดของพริก บทความนี้กล่าวถึงเรื่องใดเป็นสำคัญ:,"(1) น้ำเปล่าช่วยให้หายเผ็ด
(2) ความเผ็ดของพริกเกิดจากสารแคปไซซิน
(3) การละลายของสารแคปไซซิน
(4) ให้ดื่มเครื่องดื่มที่มีแอลกอฮอล์ช่วยลดอาการเผ็ด
(5) สารแคปไซซินอยู่บริเวณเมล็ดพริก
",(3) การละลายของสารแคปไซซิน,True,True,True,Quant
2024,39,นางสมรทำงานในโรงงานแห่งหนึ่ง มีหัวหน้าที่ไม่ยุติธรรม ถ้าวันไหนทำงานเกินเวลาก็ไม่ให้เงินเพิ่ม แต่หากวันไหนมาสายจะหักเงินเดือน นางสมรตั้งใจไปทำงานสม่ำเสมอ แต่ต้องเลี้ยงลูกด้วย จึงทำให้ไปทำงานสายเป็นบางครั้ง นางสมรจึงถูกหักเงินเดือนไปหลายรอบ ทำให้ไม่พอใช้จ่ายแต่สิ้นเดือนเจ้านายจ่ายเงินเดือนผิด โดยให้เงินเดือนเกินไปเท่าตัว และก็พบว่าสมรควร ซึ่งเป็นเพื่อนร่วมงานก็ได้รับเงินเกินเช่นกัน สมรควรทำอย่างไร เราควรยึดถือเรื่องใดมากที่สุด:,"(1) การที่เราเอาเงินไปคืน จะทำให้เจ้านายกลับตัวเป็นคนดีได้หรือ
(2) จำนวนเงินที่ได้รับเพิ่มมาก็ยุติธรรมกับงานที่เคยตั้งใจทำไปทั้งหมดหรือ
(3) จำนวนเงินที่ได้เพิ่มมาจะมีค่ามากกว่าความซื่อสัตย์ในการทำงานหรือ
(4) หากท่านคืนเงินไปก็จะเป็นผลให้สมรต้องเอาเงินไปคืนด้วย
(5) มันคุ้มค่าหรือไม่ ถ้าเจ้านายทราบแล้วถูกไล่ออกภายหลัง
",(5) มันคุ้มค่าหรือไม่ ถ้าเจ้านายทราบแล้วถูกไล่ออกภายหลัง,True,True,True,Ethics
2024,40,เด็กชายชัยถูกเลี้ยงดูมาโดยป้า เนื่องจากพ่อแม่แยกทางกัน ป้าเลี้ยงเด็กชายชัยมาอย่างตามใจ ชัยจึงโตมาเป็นเด็กที่รักสบายและฟุ่มเฟือย ชัยทาร้ายป้าหลายครั้งเมื่อขอเงินป้าแล้วไม่ได้เงิน ล่าสุดชัยลาออกจากมหาวิทยาลัยเพราะเข้ากับเพื่อนไม่ได้ ชัยต้องการไปเรียนต่อต่างประเทศแต่ป้าไม่ส่งเงิน ชัยขู่จะฆ่าตัวตาย ป้าจะตัดสินใจอย่างไร:,"(1) ชัยขู่จะฆ่าตัวตายเพราะต้องการให้ป้าตามใจใช่หรือไม่
(2) จะดีจะชั่วอยู่ที่ตัวทามิใช่หรือ
(3) หากชัยตายไปจริงนั้น เป็นความผิดของป้าใช่หรือไม่
(4) ที่ชัยต้องเป็นคนแบบนี้เพราะป้าใช่หรือไม่
(5) เหตุการณ์เหล่านี้จะไม่เกิดขึ้น หากป้าไม่รับชัยมาเลี้ยงตั้งแต่แรกใช่หรือไม่
",(1) ชัยขู่จะฆ่าตัวตายเพราะต้องการให้ป้าตามใจใช่หรือไม่,True,True,True,Ethics
2024,41,หากท่านไปงานกาชาดประจำปี แล้วเจอเด็กหญิงพลัดหลงจากผู้ปกครอง ท่านจะช่วยอย่างไร:,"(1) ดูชื่อที่อยู่ผู้ปกครองของเด็กที่ติดตัวเด็กมาแล้วพาไปส่งยังที่อยู่นั้น
(2) นำเด็กไปส่งประชาสัมพันธ์ของงานเพื่อประกาศตามหาผู้ปกครอง แล้วนั่งรอเป็นเพื่อนเด็กจน ผู้ปกครองเด็กมา
(3) นำไปส่งตำรวจเพื่อจัดการต่อ
(4) นำไปส่งพนักงานรักษาความปลอดภัย
(5) เดินผ่านและปล่อยไปเพราะไม่ใช่เรื่องของเรา
",(2) นำเด็กไปส่งประชาสัมพันธ์ของงานเพื่อประกาศตามหาผู้ปกครอง แล้วนั่งรอเป็นเพื่อนเด็กจน ผู้ปกครองเด็กมา,True,True,True,Ethics
2024,42,นายจ๊อบเป็นคนงานก่อสร้าง ในขณะพักเที่ยง นายจ๊อบกำลังเดินไปรับประทานอาหาร ระหว่างที่นายจ๊อบกำลังเดินไปรับประทานอาหารนั้น ก็บังเอิญไปพบนางสาวอ้อกำลังปีนบันไดขึ้นไปหยิบของบนที่สูงเพียงลำพัง หากท่านเป็นนายจ๊อบ ท่านจะทำอย่างไร:,"(1) ไม่ทำอะไร ทำเป็นมองไม่เห็นแล้วเดินผ่านไป
(2) อาสาเป็นคนจับบันไดให้นางสาวอ้อ
(3) เรียกคนงานชายคนอื่นขึ้นไปหยิบของแทนนางสาวอ้อ
(4) บอกนางสาวอ้อว่า ให้ปีนบันไดลงมา เดี๋ยวตนเองจะขึ้นไปหยิบของให้เอง
(5) หยุดยืนดูและรอจนกว่านางสาวอ้อ จะลงมาอย่างปลอดภัย
",(4) บอกนางสาวอ้อว่า ให้ปีนบันไดลงมา เดี๋ยวตนเองจะขึ้นไปหยิบของให้เอง,True,True,True,Ethics
2024,43,หากในวันนี้เป็นวันเกิดของคุณพ่อหรือคุณแม่ของท่าน ท่านจะปฏิบัติอย่างไร:,"(1) พาท่านไปรับประทานอาหารราคาแพงๆ ให้สมกับที่ท่านเลี้ยงดูเรามา
(2) ซื้อของขวัญให้ตามที่ท่านอยากได้
(3) อยู่กับท่าน และปรนนิบัติท่านด้วยความรัก
(4) เฉยๆ ไม่ทำอะไร เพราะเป็นวันปกติวันหนึ่ง
(5) ซื้อเค้กมาให้ท่านเป็นที่ประทับใจ ท่านจะได้ดีใจที่อย่างน้อยก็มีโอกาสได้เป็นที่ประทับใจกับลูกๆ
",(3) อยู่กับท่าน และปรนนิบัติท่านด้วยความรัก,True,True,True,Ethics
2024,44,น้องชบาถูกแฟนหนุ่มบอกเลิกเนื่องจากทนกลิ่นตัวและกลิ่นปากของน้องชบาไม่ได้ ด้วยความเสียใจ ท่านให้น้องชบาไปผูกคอตายใต้ต้นทุเรียน หากท่านเป็นเพื่อนสนิทของน้องชบา ท่านคิดเห็นอย่างไร:,"(1) แฟนหนุ่มของน้องชบาเป็นต้นเหตุของเรื่องทั้งหมด
(2) ควรวางเฉย เพราะสัตว์โลกย่อมเป็นไปตามกรรม
(3) กรรมใดใครก่อ กรรมนั้นย่อมถึงตัว
(4) ขอให้น้องชบาจากโลกนี้ไปอย่างสงบ
(5) ขอให้ชาติหน้าเกิดมาเป็นเพื่อนกันอีก
",(5) ขอให้ชาติหน้าเกิดมาเป็นเพื่อนกันอีก,True,True,True,Ethics
2024,45,นางนกยูงซึ่งเป็นเพื่อนของท่านมีเรื่องไม่สบายใจ จึงมาขอคำปรึกษาปัญหากับท่าน ท่านควรทำอย่างไร:,"(1) บอกเพื่อนให้ไปไหว้พระ สวดมนต์ทำใจให้สบาย
(2) พูดแต่สิ่งดีๆ ให้เพื่อนสบายใจ
(3) ให้คำปรึกษาด้วยความจริงใจ
(4) เสนอทางออกที่ท่านคิดว่าถูกต้อง
(5) ให้คำแนะนำอย่างเต็มที่ และย้อนถามให้เพื่อนหาคำตอบด้วยตนเอง
",(3) ให้คำปรึกษาด้วยความจริงใจ,True,True,True,Ethics
2024,46,นางสาวแจงเป็นเด็กประพฤติดีมาตลอด วันนี้เป็นวันเกิดเพื่อนชายของแจง ซึ่งเธอได้รับชวนไปงานเลี้ยงที่บ้านของเพื่อนชาย แต่ถ้า นางสาวแจง ขอพ่อแม่ก็จะไม่ให้ไป แต่ถ้าบอกว่าไปติวเรียนพิเศษ พ่อแม่จะเชื่อและให้ไปอย่างไม่สงสัย ประเด็นใดที่ทำให้นางสาวแจง ควรพิจารณาในการตัดสินใจ,"(1) ควรไปเพราะวันเกิดเพื่อนไม่เสียหายอะไร
(2) ความถูกต้องและความรู้สึกควรถูกต้องตามหลักสุจริต
(3) บอกความจริงเป็นสิ่งที่ถูกต้องและมีความซื่อสัตย์
(4) ถ้าโกหกและถูกจับได้ คราวต่อไปพ่อแม่จะเสียความเชื่อถือ
(5) ความเสี่ยงที่เกิดขึ้นหากไปอาจมีมูลค่ามากกว่าการโกหก
",(5) ความเสี่ยงที่เกิดขึ้นหากไปอาจมีมูลค่ามากกว่าการโกหก,True,True,True,Ethics
2024,47,คนไทยส่งลูกหลานเข้าเรียนในโรงเรียนและมหาวิทยาลัย หาใช่เพราะใคร่จะเห็นความเจริญทางความคิดหรือจิตใจ แต่ใคร่จะให้ได้ปริญญาบัตรที่เป็นใบเบิกทางเข้าสู่อาชีพที่จะนำความสะดวกสบายมาให้อย่างรวดเร็ว ท่านมีความคิดเห็นอย่างไรต่อข้อความข้างต้น,"(1) เห็นด้วย เพราะสังคมส่วนใหญ่เป็นแบบนี้
(2) เห็นด้วย เพราะคนเราเกิดมาย่อมแสวงหาความสะดวกสบาย
(3) ไม่เห็นด้วย เพราะการศึกษาควรมีส่วนในการพัฒนาทั้งความคิดและจิตใจ
(4) ไม่เห็นด้วย เพราะการศึกษาย่อมฝึกอบรมจิตใจได้ดีกว่าครอบครัว
(5) ไม่เห็นด้วย เพราะมนุษย์ควรเจริญทั้งความคิดและจิตใจ
",(3) ไม่เห็นด้วย เพราะการศึกษาควรมีส่วนในการพัฒนาทั้งความคิดและจิตใจ,True,True,True,Ethics
2024,48,ในการแข่งขันฟุตบอลชิงถ้วยรางวัลประจำปีระหว่างทีมปราสาทสายฝนและทีมกิเลนทระนง นักเตะทีมปราสาทสายฝนถูกทำให้ล้มลงหลายครั้งและได้รับลูกโทษที่จุดโทษทุกครั้งด้วย ในขณะที่ทีมกิเลนทระนงถูกกระทำให้ล้มลงบ่อยครั้งเช่นกัน แต่กลับไม่ได้รับลูกโทษจากผู้ตัดสินเลย ซึ่งการกระทำนี้ดูเหมือนการทำฟาวล์ นักเตะและเจ้าหน้าที่ของทีมกิเลนทระนงไม่พอใจผู้ตัดสินอย่างมาก จึงพากันประท้วงผู้ตัดสินและพากันออกจากสนามก่อนที่การแข่งขันจะจบ ท่านคิดเห็นอย่างไรกับการกระทำของทีมกิเลนทระนง,"(1) ถูกต้อง เพราะไม่มีความจำเป็นต้องทนกับความอยุติธรรม
(2) ถูกต้อง เพราะผู้ตัดสินจะได้สำนึกตัว
(3) ไม่ถูกต้อง เพราะไม่มีน้ำใจนักกีฬา
(4) ไม่ถูกต้อง เพราะนักกีฬาต้องเคารพคำตัดสินของผู้ตัดสิน
(5) ไม่ถูกต้อง เพราะเป็นการผิดกฎหมายคุ้มครองผู้บริโภคที่คุ้มครองผู้ซื้อตั๋วเข้าชม
",(4) ไม่ถูกต้อง เพราะนักกีฬาต้องเคารพคำตัดสินของผู้ตัดสิน,True,True,True,Ethics
2024,49,ด.ช.เอ๋ มีอาการไม่สบาย เมื่อผู้ปกครองพาไปพบแพทย์ แพทย์ให้ยาแล้วอนุญาตให้กลับบ้านได้ โดยบอกว่าเป็นไข้หวัดธรรมดา แต่ผู้ปกครองขอให้แพทย์รับ ด.ช.เอ๋ นอนโรงพยาบาล เนื่องจาก ด.ช.เอ๋ มีประกัน แต่จะได้รับเงินประกันก็ต่อเมื่อนอนโรงพยาบาล หากท่านเป็นแพทย์ผู้รักษา ท่านจะตอบผู้ปกครองว่าอย่างไร,"(1) ให้ ด.ช.เอ๋ นอนโรงพยาบาล เพราะไม่อยากขัดใจผู้ปกครองเด็ก
(2) ปฏิเสธ แล้วชี้แจงให้ผู้ปกครองเข้าใจว่าไม่ควรทำอย่างนี้
(3) เฉย ๆ ไม่พูดอะไร แล้วบอกให้ผู้ปกครองรอรับยาแล้วกลับบ้านได้
(4) ให้ ด.ช.เอ๋ นอนโรงพยาบาล ถ้ามีเตียงว่าง
(5) ปฏิเสธ บอกว่าเตียงเต็ม
",(2) ปฏิเสธ แล้วชี้แจงให้ผู้ปกครองเข้าใจว่าไม่ควรทำอย่างนี้,True,True,True,Ethics
2024,50,นายตู่มีอาการแปลก ๆ บิดาจึงพาไปพบจิตแพทย์ จิตแพทย์ลงความเห็นว่ามีอาการทางประสาท ด้วยความกลัวที่บุตรชายจะเสียประวัติ บิดาจึงขอร้องให้จิตแพทย์เขียนประวัติคนไข้ในใบประวัติของตนเอง หากท่านเป็นจิตแพทย์ผู้ทำการรักษาจะปฏิบัติอย่างไร,"(1) ยอมเขียนในใบประวัติพ่อ เพราะเห็นแก่ความรักที่พ่อมีต่อลูก
(2) เขียนตามความจริง พร้อมบอกว่าจะช่วยรักษาอย่างเต็มที่
(3) สงสารจึงไม่เขียนทั้งใบประวัติพ่อและใบประวัติลูก
(4) เขียนในใบประวัติลูก แต่บิดเบือนความจริงเล็กน้อย
(5) เขียนลงในประวัติทั้งพ่อและลูก
",(2) เขียนตามความจริง พร้อมบอกว่าจะช่วยรักษาอย่างเต็มที่,True,True,True,Ethics
2024,51,ขณะที่ท่านกำลังขับรถ ท่านเห็นรถวิ่งตามช่องจราจรด้านซ้ายแล้วเปลี่ยนช่องจราจรมาด้านขวาอย่างรวดเร็วเพื่อกลับรถกะทันหัน ท่านคิดเห็นอย่างไร,"(1) น่าจะวิ่งตรงไปก่อน แล้วค่อย ๆ เปลี่ยนช่องจราจรหาทางกลับรถด้านหน้า
(2) ควรหยุดรอแล้วให้สัญญาณไฟเลี้ยว เพื่อให้ช่องจราจรอื่นรู้ตัว
(3) เป็นสิทธิของคนขับ ในเมื่อไม่ทำอันตรายให้ใครก็ไม่เป็นไร
(4) ไม่มีความเห็น เพราะเห็นเหตุการณ์ทำนองนี้บ่อยแล้ว
(5) เมืองไทยก็อย่างนี้แหละ
",(2) ควรหยุดรอแล้วให้สัญญาณไฟเลี้ยว เพื่อให้ช่องจราจรอื่นรู้ตัว,True,True,True,Ethics
2024,52,ขณะที่รถของท่านจอดติดไฟแดง เด็กชายตัวเล็ก ๆ หิ้วพวงมาลัยมาขายโดยที่บอกท่านว่า เขาหิวมากไม่มีอะไรตกถึงท้องมาหลายวันแล้ว ท่านมีเศษเงินติดตัวอยู่เล็กน้อย ท่านจะทำอย่างไร,"(1) ให้เงินเด็กไปซื้อข้าวกิน
(2) ซื้อพวงมาลัยเด็ก 1 พวง
(3) พิจารณาเงินที่พกมาแล้วค่อยคิด
(4) หยิบขนมหลังรถให้เด็ก
(5) เมินเฉย ไม่สนใจ
",(3) พิจารณาเงินที่พกมาแล้วค่อยคิด,True,True,True,Ethics
2024,53,นักศึกษาที่แต่งกายชุดนักศึกษาตามแฟชั่น ท่านมีทัศนคติแง่บวกอย่างไร,"(1) เป็นคนที่ตามกระแส ไม่ล้าสมัย
(2) เป็นสิทธิของเขา ไม่เกี่ยวกับเรา
(3) มีความคิดสร้างสรรค์ นำแฟชั่นมาประยุกต์กับชุดนักศึกษา
(4) ดูดี ถ้าการแต่งกายเข้ากับรูปร่างก็เหมาะสมดี
(5) ไม่ดีแย่ เป็นสิ่งที่ไม่สมควรทำ
",(3) มีความคิดสร้างสรรค์ นำแฟชั่นมาประยุกต์กับชุดนักศึกษา,True,True,True,Ethics
2024,54,นักการเมืองคนหนึ่งมีความสามารถมาก เมื่อเข้ามาบริหารประเทศปรากฏว่าเศรษฐกิจเจริญรุ่งเรืองมีเทคโนโลยีต่าง ๆ เกิดขึ้นมากมาย แต่ภายหลังพบว่าเบื้องหลังนักการเมืองคนนี้โกงกินคอร์รัปชันต่าง ๆ มาก ประเด็นสำคัญที่ควรคิดคือข้อใด,"(1) หากสร้างประโยชน์ให้ประเทศก็สามารถหักกลบการโกงกินได้
(2) กดดันให้ทำงานหนักและเกิดประโยชน์มากขึ้นสมกับที่โกงกิน
(3) คนมีความสามารถดีแบบนี้โกงไปเพื่ออะไร
(4) นักการเมืองประเทศไหน ๆ ก็โกงกันทั้งนั้น โกงกันทุกคน เป็นเรื่องปกติ
(5) ความสามารถหรือความซื่อสัตย์กันแน่ที่เราควรพิจารณา
",(5) ความสามารถหรือความซื่อสัตย์กันแน่ที่เราควรพิจารณา,True,True,True,Ethics
2024,55,ขณะถอยรถเข้าจอด ท่านถอยรถไปชนรถคันหนึ่ง เมื่อท่านลงมาดูพบว่ารถคันนั้นมีรอยบุบและถลอกทั่วคัน อยู่แล้ว ส่วนรอยที่ท่านชนเป็นเพียงรอยขีดข่วนและบริเวณนั้นไม่มีใครอยู่เลย ท่านจะทำอย่างไร,"(1) ขับออกไปเลย ไม่มีใครเห็น
(2) รอเจ้าของรถเพื่อเจรจาค่าเสียหาย
(3) แจ้ง รปภ. เพื่อดำเนินการตามกฎหมาย
(4) เขียนเบอร์โทรไว้แล้วขับไป
(5) จดทะเบียนรถไว้เพื่อติดต่อกลับภายหลัง
",(2) รอเจ้าของรถเพื่อเจรจาค่าเสียหาย,True,True,True,Ethics
2024,56,ในเวลาพักกลางวันที่อากาศร้อนมาก ๆ คุณเดินออกไปเจอเด็กอยู่ในรถไม่ติดเครื่องปิดกระจกอยู่ ท่านจะทำอย่างไร,"(1) ทุบกระจกทันทีเพื่อความปลอดภัย ถ้าไม่มีใครอยู่
(2) ไปตาม รปภ. เพื่อหาคนรับผิดชอบ
(3) ยืนปลอบเด็กกว่าเด็กจะหยุดร้องไห้รอผู้ปกครอง
(4) รีบไปทำธุระให้เสร็จแล้วค่อยกลับมาดูเด็กต่อ
(5) หาคนอื่นมาเฝ้าแล้วตัวเองไปทำธุระ
",(2) ไปตาม รปภ. เพื่อหาคนรับผิดชอบ,True,True,True,Ethics
2024,57,ขณะนาย A สอบอยู่ นาย B มาสาย 20 นาที ซึ่งหมดเวลาในการอนุญาตให้เข้าห้องสอบแล้วแต่อาจารย์คุมสอบให้นาย B เข้าสอบได้ ผลการสอบออกมาทั้งสองคนได้คะแนนเท่ากัน แต่นาย B มีประวัติสอบแทนคนอื่น อาจารย์เรียก นาย A และนาย B มาคุย นาย A บอกว่าติวหนังสือกับนาย B กรรมการตัดสินให้ทัณฑ์บน ถ้าท่านเป็นคนนอกแล้วรับรู้เหตุการณ์นี้ ท่านมีความคิดเห็นอย่างไรกับเหตุการณ์นี้,"(1) กรรมการตัดสินถูกต้องดีแล้ว
(2) ควรติดตามพฤติกรรมคนที่มาสาย
(3) ไม่ควรให้นาย B สอบตั้งแต่แรกแล้ว
(4) ควรให้โอกาสนาย B ได้เข้าสอบ
(5) นาย A ควรถูกลงโทษ
",(2) ควรติดตามพฤติกรรมคนที่มาสาย,True,True,True,Ethics
2024,58,"นายแพทย์น่านศรีได้จัดทำโครงการ ""สุขภาพดีถ้วนหน้า"" ซึ่งได้ผลดี ประชาชนในท้องถิ่นมีสุขภาพที่ดีขึ้น จากโครงการนี้ ท่านให้ประชาชนคาดว่านายแพทย์น่านศรีจะได้รับเลือกเป็นนายแพทย์ดีเด่นประจำท้องถิ่นแน่นอน แต่ในขณะเดียวกัน นายแพทย์น่านศรีก็ถูกเสนอชื่อให้ไปรับตำแหน่งนายแพทย์สาธารณสุขจังหวัด ถ้านายแพทย์น่านศรีรับตำแหน่งนายแพทย์สาธารณสุข จะรับผิดชอบงานของโครงการ ""สุขภาพดีถ้วนหน้า"" ได้น้อยลง หากท่านเป็นนายแพทย์น่านศรีจะทำอย่างไร","(1) รับตำแหน่งนายแพทย์ดีเด่นก่อนแล้วค่อยไปรับตำแหน่งนายแพทย์สาธารณสุขก็ได้
(2) ความก้าวหน้าของชีวิตกับความสำเร็จของโครงการอะไรสำคัญกว่ากัน
(3) เราควรยึดประโยชน์ของประชาชนเป็นหลักมากกว่าตำแหน่งหน้าที่มิใช่หรือ
(4) โอกาสในชีวิตมีมาครั้งเดียวควรจะรีบคว้าไว้
(5) หากมีตำแหน่งที่สูงขึ้น ก็สามารถผลักดันโครงการให้เป็นที่กว้างขวางมากขึ้นจากโครงการระดับท้องถิ่นอาจกลายเป็นโครงการระดับจังหวัดก็ได้
",(5) หากมีตำแหน่งที่สูงขึ้น ก็สามารถผลักดันโครงการให้เป็นที่กว้างขวางมากขึ้นจากโครงการระดับท้องถิ่นอาจกลายเป็นโครงการระดับจังหวัดก็ได้,True,True,True,Ethics
2024,59,พนักงานในห้อง lab ของทางโรงพยาบาลพาญาติมาพบท่าน โดยขอให้ช่วยลัดคิวให้หน่อย เพราะตนก็ทำ lab ให้ท่านก่อนคนอื่นตลอดมา หากท่านเป็นแพทย์รายนี้ท่านจะทำอย่างไร,"(1) ทำให้ได้ น้ำพึ่งเรื่อ เสือพึ่งป่า
(2) ทำให้ได้ แต่คราวหลังต้องทำให้ผมก่อน ทุกครั้งนะ
(3) ทำให้ได้ แต่คราวหลังไม่ต้องทำให้ผมก่อนนะครับ จะได้ไม่เกิดปัญหานี้อีก
(4) ไม่ทำให้ เนื่องจากผิดกฎ ให้ต่อคิวรอ และให้พนักงานห้อง lab กลับไปทำงาน โดยแจ้งว่าจะเป็นผู้ดูแลญาติให้
(5) นัดมาตรวจทีหลังต่างหาก จะได้ไม่รบกวนคนไข้ท่านอื่น
",(4) ไม่ทำให้ เนื่องจากผิดกฎ ให้ต่อคิวรอ และให้พนักงานห้อง lab กลับไปทำงาน โดยแจ้งว่าจะเป็นผู้ดูแลญาติให้,True,True,True,Ethics
2024,60,อารยาเป็นแม่บ้านมีบุตร 3 คน วันหนึ่งสามีของเธอถูกฆาตกรรม ครอบครัวจึงขาดรายได้ประกอบกับเธอ เป็นคนชอบทำบุญ จึงไม่มีทรัพย์สินเหลือติดตัวมากเท่าใด เวลาผ่านไป ทางธนาคารได้ฟ้องร้องอารยา เพราะเธอไม่ได้ผ่อนบ้านมานานหลายเดือนแล้ว ศาลจึงตัดสินยึดบ้าน และให้ตกเป็นของขายทอดตลาด สมิธเป็นพนักงานบังคับคดี ซึ่งเรียนจบมาได้เพราะทุนการศึกษาที่อารยามอบให้ และถูกสั่งให้ไป ดำเนินการให้อารยาย้ายที่อยู่อาศัยออกไปจากบ้านหลังนั้น สมิธจึงไปบอกให้อารยาย้ายออกมาอยู่กับตน เพื่อเป็นทั้งการทำหน้าที่ให้ลุล่วงและตอบแทนบุญคุณของอารยา แต่หล่อนกลับต้องว่าท่านอย่างรุนแรงว่าท่านเป็นคนเนรคุณ ท่านเป็นสมิธจะทำอย่างไร,"(1) เพิกเฉยต่อคำสั่ง เพื่อทดแทนบุญคุณของอารยา
(2) ดำเนินการตามหน้าที่ให้เต็มความสามารถอย่างเต็มที่
(3) ไกลเกลี่ยกับธนาคารเพื่อให้ชะลอเรื่องวันนี้ไว้ก่อน
(4) ชดใช้หนี้แทน แม้ว่าตนจะฐานะไม่ค่อยดี
(5) ลาออกจากราชการเพื่อจะได้ไม่ต้องเผชิญเรื่องที่เกิดขึ้น
",(3) ไกลเกลี่ยกับธนาคารเพื่อให้ชะลอเรื่องวันนี้ไว้ก่อน,True,True,True,Ethics
2024,61,นายแพทย์กัน มีลูกชายป่วยเป็นโรคมะเร็งระยะสุดท้าย จึงขอทำหน้าที่เพียงแค่รักษาคนไข้ตามปกติ แต่งดงานที่ไปเป็นวิทยากรตามบริษัทยาต่าง ๆ อย่างสิ้นเชิง เพราะต้องการมีเวลาดูแลลูกชายของตนเอง ท่านคิดว่านายแพทย์กันเป็นคนเช่นไร,"(1) เห็นแก่ประโยชน์ส่วนตนมากไป
(2) บกพร่องต่อหน้าที่
(3) ไม่ละโมบเกินไป
(4) มีเหตุผล
(5) รับผิดชอบต่อหน้าที่
",(5) รับผิดชอบต่อหน้าที่,True,True,True,Ethics
2024,62,โจรขโมยของในร้านขายของชา โดยเมื่อโดนจับได้ก็บอกแก่ตำรวจว่าจะรีบเอาเงินไปซื้อข้าวซื้อนมให้ลูกกินและตนทำไปเพราะความจำเป็นจริง ๆ ถ้าท่านเป็นตำรวจ ท่านจะทำอย่างไร,"(1) ดำเนินการตามกฎหมาย
(2) ปล่อยไป เพราะลูกยังไม่ได้กินข้าว
(3) จับกุมตัวแม่ แล้วเอาลูกไปส่งที่สถานสงเคราะห์
(4) เห็นใจ แล้วปล่อยตัวไปและบอกว่าคราวหน้าอย่าทำอีก
(5) พาแม่ไปสถานสงเคราะห์แล้วค่อยจับกุมในภายหลัง
",(3) จับกุมตัวแม่ แล้วเอาลูกไปส่งที่สถานสงเคราะห์,True,True,True,Ethics
