year,no,instruction,input,result,isAnswerable,isMultipleChoice,isSingleChoiceSolution,note
2024,90,เมื่อมีผู้มีชื่อเสียงมารักษาที่โรงพยาบาล และแพทย์ที่ดูแลนั้นมักถูกถามเรื่องอาการของเธอ แพทย์ควรคิดอย่างไร:,"(1) แพทย์ต้องปกปิดความลับคนไข้มิใช่หรือ
(2) แพทย์มีสิทธิที่จะบอกความจริงมิใช่หรือ
(3) ข้อบังคับแพทย์สภาว่าด้วยเรื่องจริยธรรมทางการแพทย์กล่าวไว้อย่างไร
(4) ก็ควรบอกไป เรื่องจะได้สงบใช่หรือไม่
(5) บอกไปตามที่นักข่าวถาม เพราะคนทั่วไปมีสิทธิรู้มิใช่หรือ
",(1) แพทย์ต้องปกปิดความลับคนไข้มิใช่หรือ,True,True,True,Ethics
2024,91,ชายคนหนึ่งมาตรวจโรคเอดส์กับทางโรงพยาบาล เนื่องจากไม่แน่ใจว่าตนได้รับเชื้อหรือไม่ ผลตรวจปรากฏว่า ชายผู้นี้ไม่ได้เป็นโรคเอดส์ และกลับบ้านไป สามวันต่อมา ภรรยาทราบข่าวว่าสามีมาตรวจโรคเอดส์กับทางโรงพยาบาล จึงมาแอบถามกับหมอว่าสามีตนเองเป็นโรคเอดส์หรือเปล่า หากท่านเป็นแพทย์รายนี้ ท่านจะทำอย่างไร:,"(1) ตอบไปก็ไม่ได้เสียหายอะไร ไม่ได้เป็นอะไรอยู่แล้ว
(2) ตอบไปตามความจริง
(3) ให้ภรรยาโทรถามความยินยอมจากสามีก่อน จึงค่อยตอบ
(4) จะบอกโดยขอโทรไปถามสามีของเธอก่อนว่ายินยอมหรือไม่
(5) ไม่บอก เพราะเป็นความลับผู้ป่วย
",(5) ไม่บอก เพราะเป็นความลับผู้ป่วย,True,True,True,Ethics
2024,92,นายชาติหน้า อายุ 37 ปี สมรสแล้ว มีบุตร 2 คน มาตรวจเลือดไวรัส HIV ซึ่งผลตรวจออกมาว่าติดเชื้อ และได้ร้องขอให้แพทย์เก็บไว้เป็นความลับ ไม่บอกแม้แต่ภรรยาของเขา หากท่านเป็นแพทย์ผู้ดูแลรักษาจะปฏิบัติตนอย่างไร:,"(1) เป็นความลับผู้ป่วย ควรรับปากและปิดเป็นความลับมิใช่หรือ
(2) ต้องบอกภรรยาผู้ป่วยและคู่นอนของผู้ป่วยที่มีความเสี่ยงสูงจากการติดโรคทุกคน
(3) โน้มน้าวให้ผู้ป่วยเป็นผู้บอกผลตรวจกับภรรยาด้วยตนเอง
(4) หากภรรยานายชาติหน้าติดเชื้อ HIV ขึ้นมาจะเป็นความรับผิดชอบของใคร
(5) จรรยาบรรณทางการแพทย์กล่าวไว้อย่างไร
",(3) โน้มน้าวให้ผู้ป่วยเป็นผู้บอกผลตรวจกับภรรยาด้วยตนเอง,True,True,True,Ethics
2024,93,ท่านเป็นแพทย์เวรประจาหอผู้ป่วยได้รับโทรศัพท์จากมารดาของผู้ป่วยรายหนึ่งซึ่งมีภาวะวิกฤต สอบถามถึงอาการของผู้ป่วย ท่านจะมีแนวทางปฏิบัติตนอย่างไร:,"(1) ปฏิเสธที่จะให้ข้อมูลทางโทรศัพท์
(2) ให้ข้อมูลเบื้องต้นที่เร่งด่วน
(3) ขออนุญาตผู้ป่วยก่อน
(4) บอกข้อมูลทั้งหมดที่มารดาผู้ป่วยต้องการ
(5) ไม่พูดอะไรและวางสายทันที
",(2) ให้ข้อมูลเบื้องต้นที่เร่งด่วน,True,True,True,Ethics
2024,94,"นายดามีเชื้อ HIV แต่ไม่ยอมบอกนางสมที่เป็นภรรยา เพราะกลัวถูกทอดทิ้งเวลาเจ็บไข้ได้ป่วย อีกทั้งได้มีเพศสัมพันธ์กับนางสมโดยไม่ได้ป้องกัน หากนางสมมาถามคุณซึ่งเป็นแพทย์ว่านายดามีเชื้อเอดส์หรือไม่ และคุณเป็นแพทย์เจ้าของผู้ป่วยจะทำอย่างไร
(ก) บอก เพราะนางสมอาจติดเชื้อเอดส์ไปแล้ว จะได้รักษาตัวเอง
(ข) บอก เพราะนายดาคงไม่ยอมบอกเอง
(ค) ไม่บอก เพราะเป็นความลับของผู้ป่วย
(ง) ไม่บอก เพราะหากนายดาถูกทอดทิ้ง ใครจะรับผิดชอบ
คุณจะใช้ข้อใดบ้างในการตัดสินใจเรื่องนี้
","(1) ก. และ ค.
(2) ข. และ ค.
(3) ก. และ ง.
(4) ข. และ ง.
(5) ก. และ ข.
",(1) ก. และ ค.,True,True,True,Ethics
2024,95,คู่สามีภรรยาคนดังในวงการบันเทิงได้พาเด็กชายอายุ 7 ขวบมาตรวจ DNA เพื่อยืนยันว่าเป็นลูกของฝ่ายชายจริงหรือไม่ เนื่องจากหน้าตาของลูกชายไม่เหมือนตนเอง ผลการตรวจพบว่าเด็กชายผู้นั้นไม่ใช่ลูกของฝ่ายชายจริง ท่านจะทำอย่างไรต่อ?,"(1) บอกตามความจริงเพราะความจริงคือความจริงและทั้งสองก็ตัดสินใจที่จะมาตรวจอยู่แล้ว
(2) บอกตามความจริงแต่กับฝ่ายหญิงเท่านั้นเพื่อตัดสินใจว่าจะบอกฝ่ายชายหรือไม่
(3) บอกว่าทางโรงพยาบาลมีเหตุขัดข้อง ให้ไปตรวจโรงพยาบาลอื่น
(4) บอกไปว่าเด็กคนนั้นเป็นลูกของฝ่ายชายเพื่อช่วยไม่ให้เด็กคนหนึ่งต้องขาดพ่อ
(5) บอกฝ่ายชายไปว่าเมื่อเริ่มต้นด้วยความไม่เชื่อใจก็อย่าอยู่ด้วยกันเลยดีกว่า
",(1) บอกตามความจริงเพราะความจริงคือความจริงและทั้งสองก็ตัดสินใจที่จะมาตรวจอยู่แล้ว,True,True,True,Ethics
2024,96,คุณแม่พาลูกสาวอายุ 21 ปี มาพบแพทย์เนื่องจากประจำเดือนมาไม่ปกติ แพทย์ตรวจร่างกายพบว่าตั้งครรภ์ 3 เดือน เด็กขอร้องให้ปิดไม่ให้แม่ทราบ แพทย์ควรทำอย่างไร,"(1) ทำตามที่เด็กร้องขอ เพราะเป็นสิทธิส่วนบุคคล
(2) แจ้งผู้ปกครองให้ทราบตามจริง
(3) แจ้งให้เด็กทราบว่าสามารถทำแท้งได้ เพราะเข้าข่ายตามกฎหมายกำหนด
(4) แจ้งมูลนิธิปวีณาให้เข้าช่วยเหลือ
(5) ถามความจริงเพื่อเข้าช่วยเหลือ
",(1) ทำตามที่เด็กร้องขอ เพราะเป็นสิทธิส่วนบุคคล,True,True,True,Ethics
2024,97,นักการเมืองคนหนึ่งมีประวัติการศึกษาและการทำงานที่ดี แต่อดีตเคยบังคับให้ผู้หญิงไปทำแท้ง นักข่าวจึงไปสอบถามหัวหน้าของเขา ถ้าท่านเป็นหัวหน้า ท่านควรทำอย่างไร,"(1) ควรปกปิดความลับของลูกน้อง
(2) เรื่องของนักการเมือง เป็นตัวแทนของประชาชนทุกคนควรรู้
(3) พูดไปจะมีประโยชน์หรือไม่
(4) นักข่าวไม่ควรมาถาม ไล่นักข่าวออกไป
(5) ตอบนักข่าวไปแบบมีนัย ๆ
",(2) เรื่องของนักการเมือง เป็นตัวแทนของประชาชนทุกคนควรรู้,True,True,True,Ethics
2024,98,ข้าวเป็นเด็กดีในครอบครัวมีน้องชื่อโพด เป็นคนที่เสพยาเสพติดมากจนทำให้พ่อเครียดถึงขั้นเส้นเลือดในสมองแตก เป็นเหตุให้พ่อของเขาเสียชีวิต นอกจากนั้นโพดยังก่อเรื่องทำให้แม่ปวดหัวทุกวัน ข้าวจึงคิดว่าจะทำให้โพดพิการ จะได้ทำอะไรไม่ได้ สิ่งใดควรพิจารณา,"(1) จำเป็นต้องทำให้พิการเชียวหรือ
(2) ข้าวควรกตัญญูพ่อแม่
(3) การแก้ปัญหาเพื่อครอบครัวเป็นสิ่งที่ควรกระทำมิใช่หรือ
(4) คนเสพยาเป็นคนที่ควบคุมตนเองไม่ได้ มิใช่หรือ
(5) ทำอย่างไรจึงจะพิการ
",(4) คนเสพยาเป็นคนที่ควบคุมตนเองไม่ได้ มิใช่หรือ,True,True,True,Ethics
2024,99,ประธานาธิบดีหญิงพาผู้ชายไปโรงแรมด้วยอย่างลับ ทำให้คนวิพากษ์กันเรื่องนี้เป็นว่าเล่น และมีการวิจารณ์ในแง่ลบว่ามีพฤติกรรมชู้สาวและพูดถึงเรื่องผลประโยชน์ ท่านมีความคิดเห็นว่าอย่างไรกับเหตุการณ์นี้,"(1) นักการเมืองต้องรับการวิพากษ์วิจารณ์ให้ได้ทุกรูปแบบ
(2) เป็นบุคคลของสังคมควรวางตัวให้เหมาะสม
(3) ไม่ผิด เพราะเป็นเรื่องส่วนตัว
(4) เกี่ยวข้องกับผลประโยชน์จริงหรือไม่
(5) เป็นผู้หญิงควรรักนวลสงวนตัว
",(2) เป็นบุคคลของสังคมควรวางตัวให้เหมาะสม,True,True,True,Ethics
2024,100,ปณิตาเป็นนักเรียนแพทย์ในมหาวิทยาลัยแห่งหนึ่ง เธอเป็นคนชอบทำกิจกรรมเพื่อสาธารณประโยชน์มากและทำมาตั้งแต่สมัยเป็นประธานนักเรียน เมื่อมาเรียนแพทย์เธอก็ยังชอบทำกิจกรรมอยู่เช่นเดิม แต่ผลการเรียนของเธอไม่เป็นที่น่าพอใจนัก จนอยู่ในเกณฑ์ที่จะถูกให้ออกจากมหาวิทยาลัย หากท่านเป็นเพื่อนสนิทของปณิตา ท่านจะช่วยแก้ปัญหานี้อย่างไร,"(1) ชี้แจงให้อาจารย์แต่ละรายวิชาทราบเพื่อให้เข้าใจว่าเหตุใดผลสอบของเธอถึงไม่ดีนัก
(2) เสนอตัวติวหนังสือให้ปณิตาเวลาว่าง
(3) ช่วยปณิตาทำกิจกรรมให้น้อยลงเพื่อใช้เวลากับการเรียนมากขึ้น
(4) แนะนำให้ปณิตาทำกิจกรรมให้น้อยลงเพื่อใช้เวลากับการเรียนมากขึ้น
(5) เสนอตัวให้ลอกข้อสอบทุกครั้งจนกว่าผลการเรียนของปณิตาจะดีขึ้น
",(4) แนะนำให้ปณิตาทำกิจกรรมให้น้อยลงเพื่อใช้เวลากับการเรียนมากขึ้น,True,True,True,Ethics
2024,101,ในช่วงหลายปีที่ผ่านมาวงการฟุตบอลไทยมีพัฒนาการไปในทางที่ดีมาก แต่ในขณะเดียวกันก็มีเหตุการณ์ที่ไม่พึงประสงค์เกิดขึ้นคือ แฟนฟุตบอลทีมต่าง ๆ ชอบยกพวกตีกันอยู่เป็นประจำ หากท่านเป็นอาจารย์ในโรงเรียนชายล้วนแห่งหนึ่งซึ่งมีนักเรียนคลั่งไคล้กีฬาฟุตบอลเป็นจำนวนมากและมักยกพวกตีกับแฟนบอลฝ่ายตรงข้ามเป็นประจำ ท่านจะอบรมนักเรียนของท่านอย่างไร,"(1) เป็นหน้าที่ของสารวัตรนักเรียนมิใช่หรือ
(2) เป็นหน้าที่ของแฟนบอลที่จะปกป้องสโมสรที่ตนเองรัก
(3) เจ้าหน้าที่ตำรวจควรเพิ่มกำลังดูแลรักษาความปลอดภัยในแต่ละการแข่งขันมากกว่านี้
(4) แฟนบอลควรเปลี่ยนวิธีแสดงความรักต่อสโมสร
(5) ควรมีมาตรการลงโทษแฟนบอลที่มีพฤติกรรมรุนแรงให้หลาบจำให้ชัดเจน
",(4) แฟนบอลควรเปลี่ยนวิธีแสดงความรักต่อสโมสร,True,True,True,Ethics
2024,102,หลังจากมีการทลายบ่อนการพนันกลางกรุงแห่งหนึ่ง เจ้าหน้าที่ตำรวจพบว่าได้มีบัญชีการจ่ายเงินให้แก่เจ้าหน้าที่ตำรวจระดับผู้กำกับการในพื้นที่ หากท่านเป็นผู้บังคับบัญชาของนายตำรวจนายดังกล่าวและมีอำนาจเต็มที่จะพิจารณาลงโทษอย่างเต็มที่ท่านจะทำอย่างไร,"(1) ให้ปลดออกจากราชการไว้ก่อน เพราะสร้างความเสื่อมเสียให้แก่ทางราชการ
(2) รายงานไปยังผู้บังคับบัญชาชั้นสูงเพื่อขอความเห็น
(3) ตั้งคณะกรรมการสอบสวนเรื่องราวที่เกิดขึ้นเพื่อให้ความเป็นธรรมแก่ทุกฝ่าย
(4) ไม่ดำเนินการ เพราะเป็นที่รู้กันโดยทั่วไปว่าโดยตำรวจท่านนั้นเป็นคนดี
(5) ไม่ดำเนินการ เพราะปัจจุบันกำลังตำรวจขาดแคลนจะยิ่งทำให้เจ้าหน้าที่เสียขวัญประชาชนจะเสียประโยชน์
",(3) ตั้งคณะกรรมการสอบสวนเรื่องราวที่เกิดขึ้นเพื่อให้ความเป็นธรรมแก่ทุกฝ่าย,True,True,True,Ethics
2024,103,หากเหตุการณ์ในข้อก่อนหน้านี้เป็นเรื่องจริง ท่านคิดว่าปัญหาที่เกิดขึ้นเป็นเพราะเหตุใด,"(1) เป็นธรรมดาทุกคนย่อมช่วยเหลือกัน ต่างฝ่ายต่างได้ประโยชน์ ยุติธรรมดี
(2) เพราะความไม่ละอายต่อบาปของทุกฝ่ายที่เกี่ยวข้องกัน
(3) เจ้าหน้าที่ตำรวจรายได้น้อย ไม่เพียงพอที่จะเลี้ยงดูครอบครัวจึงต้องหารายได้ให้เพียงพอ
(4) ผู้บังคับบัญชาขาดความเข้มงวดกับผู้ใต้บังคับบัญชา จึงไม่เกรงกลัวกฎหมาย
(5) เพราะไม่มีการคัดเลือกเจ้าหน้าที่ที่มีคุณธรรมมาเป็นเจ้าหน้าที่
",(5) เพราะไม่มีการคัดเลือกเจ้าหน้าที่ที่มีคุณธรรมมาเป็นเจ้าหน้าที่,True,True,True,Ethics
2024,104,คุณเป็นผู้อำนวยการโรงพยาบาลแห่งหนึ่ง ตรวจพบว่ามีเงินหายไป และเมื่อตรวจสอบก็พบว่าเหรัญญิกที่ไม่เคยมีประวัติเสียมาก่อนเป็นคนเอาไป เมื่อสอบถามเหรัญญิกก็ยอมรับว่าตนติดหนี้ต้องนำเงินส่วนนั้นไปใช้รักษาแม่ซึ่งป่วยหนักมาก คุณจะทำอย่างไร,"(1) แจ้งความดำเนินคดี
(2) นำเรื่องนี้เข้าที่ประชุมให้กรรมการพิจารณา
(3) ให้ทำเรื่องกู้ยืมเงินจากทางโรงพยาบาล โดยจะหักเงินเดือนทุกเดือน จะได้ไม่ต้องจ่ายดอกเบี้ย
(4) เห็นใจและทำเป็นไม่รู้ไม่เห็น
(5) นำเงินของตนชดใช้ให้ก่อน
",(3) ให้ทำเรื่องกู้ยืมเงินจากทางโรงพยาบาล โดยจะหักเงินเดือนทุกเดือน จะได้ไม่ต้องจ่ายดอกเบี้ย,True,True,True,Ethics
2024,105,ในขณะที่ท่านกำลังทำข้อสอบอยู่ เพื่อนส่งสัญญาณเพื่อขอลอกข้อสอบ เราควรใช้หลักอะไรในการพิจารณา,"(1) ความเอื้อเฟื้อเผื่อแผ่
(2) มิตรภาพ
(3) ความเมตตา
(4) ความอดทน อดกลั้น
(5) ความเคารพกฎเกณฑ์
",(5) ความเคารพกฎเกณฑ์,True,True,True,Ethics
2024,106,ในปัจจุบัน มีผู้คนนิยมสร้างบ้านทรงไทยกันมาก ซึ่งต้องใช้ไม้สักเป็นวัสดุในการสร้าง โดยประชาชนที่อยากได้บ้านทรงไทยก็มักจะไปจ้างบริษัทรับเหมาก่อสร้าง ให้สร้างบ้านในแบบที่ตนเองต้องการ ดังนั้นจึงมักมีการแอบลอบตัดไม้เขตหวงห้ามเพื่อนำไม้มาทำการสร้างบ้านเรือนไทย โดยเรามักจะพบตามข่าวในหน้าหนังสือว่า เจ้าหน้าที่ป่าไม้ก็อานวยความสะดวกให้กับผู้ลักลอบตัดไม้เพราะได้รับสินบน จากข้อความดังกล่าว ใครมีความผิดมากที่สุด,"(1) คนที่ต้องการสร้างบ้านทรงไทย
(2) บริษัทที่รับเหมาก่อสร้างบ้านทรงไทย
(3) คนตัดไม้
(4) เจ้าหน้าที่กรมป่าไม้
(5) ไม่มีใครผิด
",(4) เจ้าหน้าที่กรมป่าไม้,True,True,True,Ethics
2024,107,เด็กชายนพมาเข้าสอบสายเป็นเวลา 20 นาที แต่ในกติกากำหนดว่าห้ามมาสายเกิน 15 นาที แต่อาจารย์ที่คุมสอบก็อนุโลมให้เด็กชายนพเข้าห้องสอบ พออาจารย์ตรวจข้อสอบของเด็กชายนพ พบว่าคำตอบของเด็กชายนพใกล้เคียงกับคนข้างๆ พอเรียกมาถามก็ตอบว่า “ผมไม่ได้ลอกครับผมทำเอง คงเป็นเรื่องบังเอิญครับ” อาจารย์เลยไม่ได้สงสัยอะไร แต่ผลของคำตอบเป็นแบบนี้ถึง 2 วิชา เด็กชายนพทุจริตและถูกไล่ออกจากโรงเรียนเดิม หากท่านเป็นอาจารย์ท่านจะคิดอย่างไร,"(1) สอบสวนและคอยจับตาดูเด็กชายนพเอาไว้
(2) ไล่ออกทันที เพราะเด็กชายนพมีประวัติเช่นนี้มาก่อน
(3) หากพบว่าเด็กชายนพทุจริตจริง ก็ควรให้โอกาสอนาคตของชาติ
(4) ส่งเรื่องไปให้ผู้อานวยการตัดสินว่าจะไล่ออกหรือไม่
(5) หากเป็นเรื่องบังเอิญจริง แล้วไล่เด็กชายนพออกจะทำอย่างไร
",(5) หากเป็นเรื่องบังเอิญจริง แล้วไล่เด็กชายนพออกจะทำอย่างไร,True,True,True,Ethics
2024,108,นางมรกตเป็นแม่ค้าขายหมูอยู่ในตลาด โดยนางมรกตเป็นแม่ค้าที่มีนิสัยคดโกง โดยได้จ้างนายนิลให้มาดัดแปลงตาชั่งของตนเองให้ชั่งน้ำหนักได้มากเกินความจริง วันหนึ่งนางอัญได้ไปซื้อเนื้อหมูกับนางมรกตและจับได้ว่านางมรกตโกงตาชั่ง จึงไปแจ้งจ่าเหลืองซึ่งเป็นตารวจ จ่าเหลืองเห็นว่าไม่ใช่เรื่องร้ายแรงอะไรจึงแค่เตือนนางมรกตว่าอย่าทำอีก แต่ด้วยความโลภของนางมรกตทำให้นางมรกตยังคงโกงตาชั่งลูกค้าต่อไป จากเหตุการณ์นี้ใครผิดที่สุด,"(1) นางมรกต
(2) นายนิล
(3) จ่าเหลือง
(4) นางอัญ
(5) ไม่มีใครผิด
",(1) นางมรกต,True,True,True,Ethics
2024,109,ณ ลานจอดรถของโรงเรียน มีผู้ปกครองจอดรถรอนักเรียนเลิก โดยเปิดแอร์และนั่งรอในรถ ท่านมีความคิดเห็นว่าอย่างไร,"(1) ไม่ได้ทำให้ใครเดือดร้อน
(2) ไม่รับผิดชอบต่อสังคม
(3) เห็นแก่ตัว
(4) รักความสบาย
(5) ไม่ช่วยกันประหยัดพลังงานโลก
",(5) ไม่ช่วยกันประหยัดพลังงานโลก,True,True,True,Ethics
2024,110,โทรศัพท์ในขณะเรียน หากตนจับได้จะยึดและทำลายโทรศัพท์ทิ้งทันที และยืนยันว่าตนเป็นคนพูดจริง ทำจริงอยู่มาวันหนึ่งอาจารย์ได้ทำการสอนตามปกติ นาย A เป็นเด็กที่ไม่ตั้งใจเรียนและยังนั่งเล่นโทรศัพท์ BlackBerry ทำให้อาจารย์สมศรีไม่พอใจ และเดินเข้ามาแย่งโทรศัพท์ไปจากมือนาย A และปาทิ้งลงพื้นทันที ท่านมีความคิดเห็นอย่างไร,"(1) รู้สึกพอใจ
(2) คุณครูสมศรีทำเกินเหตุ
(3) หากนาย A ปฏิบัติตามกฎ เรื่องแบบนี้คงไม่เกิดขึ้น
(4) ถ้าครูสมศรีไม่ทำเช่นนี้ กฎจะไม่เป็นกฎ
(5) นาย A ควรร้องเรียนเรื่องนี้กับผู้อำนวยการ
",(2) คุณครูสมศรีทำเกินเหตุ,True,True,True,Ethics
2024,111,คอนโดมิเนียมหรูกลางกรุงแห่งหนึ่งที่มีกฎระเบียบห้ามถอดรองเท้าวางไว้หน้าห้องพัก หากผู้ใดฝ่าฝืนพนักงานรักความปลอดภัยจะยึดไว้และให้ไปรับคืน เนวินพักอาศัยอยู่ชั้นเดียวกับบรรหาร และสังเกตเห็นว่าบรรหารชอบวางรองเท้าไว้หน้าห้องเป็นเวลานาน และจะเก็บก็ต่อเมื่อเขาจะไม่ออกไปไหนอีก แล้ว เนวินจึงเก็บรองเท้าของบรรหารไปทิ้งขยะ แต่บรรหารจับได้จึงไปแจ้งตำรวจ หากท่านเป็นตำรวจที่รับแจ้งความ ท่านจะตัดสินว่าเนวินมีความผิดหรือไม่:,"(1) ไม่มีความผิด เพราะบรรหารทำผิดกฎคอนโดต้องได้รับการลงโทษ.
(2) ไม่มีความผิด เพราะเนวินทำหน้าที่ของพลเมืองดี ควรได้รับความเห็นใจ.
(3) ไม่มีความผิด เพราะเป็นการช่วยแบ่งเบาภาระของพนักงานรักความปลอดภัย.
(4) มีความผิด เพราะเป็นการลักขโมยสิ่งของของผู้อื่น.
(5) มีความผิด เพราะพนักงานรักความปลอดภัยเท่านั้นที่จะมีอำนาจดำเนินการ.
",(4) มีความผิด เพราะเป็นการลักขโมยสิ่งของของผู้อื่น.,True,True,True,Ethics
2024,112,ส้มเช้งเป็นเพื่อนสนิทของท่านมาตั้งแต่ประถม เธอเป็นเด็กดีขยัน แต่ฐานะทางบ้านยากจนจึงต้องทำงานพิเศษตลอดเวลา ทำให้ไม่มีเวลาอ่านหนังสือเท่าที่ควร หากในการสอบครั้งนี้ส้มเช้งมาขอลอกข้อสอบท่าน และนั่นเป็นการสอบครั้งสุดท้าย ถ้าหากโดนจับได้จะโดนจับทุจริตปรับตกทุกวิชา จนทำให้ต้องเรียนซ้ำอีกหนึ่งปี และถ้าหากเธอสามารถทำคะแนนสอบครั้งนี้ได้ดี เธอจะเรียนจบ และจะสามารถทำงานหาเงินเลี้ยงแม่ที่กำลังป่วยหนักได้ท่านมีความคิดเห็นอย่างไร:,"(1) ควรบอกครูคุมสอบหรือเปล่า หรือปล่อยให้เขาลอก
(2) ควรถูกต้องควรมาก่อนสิ่งอื่นใดเสมอมิใช่หรือ
(3) บางครั้งเรื่องบางเรื่องก็มีข้อยกเว้น
(4) เรากล้าที่จะทำลายอนาคตคนอื่นหรือ
(5) การช่วยเหลือเพื่อนของท่านให้เรียนจบ เขาจะได้ไปสร้างครอบครัวที่ดีของเขาจริงหรือไม่
",(2) ควรถูกต้องควรมาก่อนสิ่งอื่นใดเสมอมิใช่หรือ,True,True,True,Ethics
2024,113,นายไม้เป็นนักศึกษาของมหาวิทยาลัยแห่งหนึ่ง โดยเป็นบุคคลที่แต่งตัวตามสมัยนิยม คือ กางเกงเอวต่ำ เสื้อชายสั้น ย้อมผมสีทอง ใส่ต่างหู วันหนึ่งอาจารย์สมชาย ได้พบว่านายไม้ใส่เสื้อหลุดออกนอกกางเกง อาจารย์สมชายจึงเรียกนายไม้ไปพบเพื่อที่จะทำการลงโทษตามกฎของมหาวิทยาลัย แต่นายไม้ก็ได้บอกกับอาจารย์สมชายว่า มันเป็นเหตุสุดวิสัยไม่ได้ตั้งใจจะเอาเสื้อออกนอกกางเกง หากท่านเป็นอาจารย์สมชาย ท่านคิดเห็นอย่างไรกับเรื่องนี้:,"(1) ควรลงโทษตามกฎของมหาวิทยาลัย บุคคลอื่นจะได้ไม่เอาเป็นแบบอย่าง
(2) ควรเห็นใจนายไม้และปล่อยไป เพราะเป็นอนาคตของชาติ
(3) อาจจะเป็นเหตุสุดวิสัยจริง ๆ ก็เป็นได้
(4) หากลงโทษแล้ว นายไม้ไม่ผิดจริงจะทำอย่างไร
(5) ท่านเข้มงวดมากไปหรือไม่
",(5) ท่านเข้มงวดมากไปหรือไม่,True,True,True,Ethics
2024,114,ในช่วงเวลาที่ยางพารามีราคาต่ำ หากท่านเป็นรัฐบาล ท่านจะช่วยแก้ปัญหานี้อย่างไร:,"(1) สนับสนุนให้มีการปลูกต้นไม้ชนิดอื่นแทน
(2) นำเสนอข่าวอื่น เพื่อเบี่ยงเบนความสนใจ
(3) โจมตีรัฐบาลชุดที่แล้ว ว่าเป็นต้นเหตุของราคาที่ต่ำ
(4) ทำให้มีการผลิตสินค้าที่ใช้ยางพารามากขึ้น
(5) ตั้งธนาคารยางพารา เพื่อหาประโยชน์จากธนาคาร
",(4) ทำให้มีการผลิตสินค้าที่ใช้ยางพารามากขึ้น,True,True,True,Ethics
2024,115,กระแสสื่อออนไลน์ในปัจจุบันมีคลิปหลุดการขับปาดหน้าไปมาระหว่างรถสองคัน และมีการแสดงความคิดเห็นกัน วิพากษ์วิจารณ์กันอย่างแพร่หลายว่าใครผิดใครถูก หากท่านเป็นตารวจที่ดำเนินคดีนี้ ท่านจะใช้ประโยชน์จากคลิปนี้อย่างไร:,"(1) ดูว่าความเห็นของประชาชนเป็นส่วนใหญ่ คิดว่าใครผิด ก็ตั้งข้อหาคนนั้น
(2) เอาคลิปมาวิเคราะห์ด้วยตนเองอีกครั้ง
(3) ไม่สนใจคลิป เพราะคิดว่าทาให้หน้าที่ตนดูไม่ค่อยมีความหมาย
(4) ไม่สนใจคลิป เพราะคิดว่าเป็นการตัดต่อแน่นอน
(5) ฝ่ายไหนโพสต์คลิป คิดว่าน่าจะเป็นฝ่ายที่น่าสงสัยว่าจะผิด
",(2) เอาคลิปมาวิเคราะห์ด้วยตนเองอีกครั้ง,True,True,True,Ethics
2024,116,กรณีผู้ว่าราชการจังหวัดประกอบพิธีปลุกเสกพระ ในพิธีกรรมมีพระ 9 รูป โดยมีพระรูปหนึ่งอาพาธอยู่จึงนั่งแยกในห้องกระจก สถานการณ์นี้ควรพิจารณาเรื่องใด:,"(1) การกระทำเช่นนี้เหมาะสมแล้วหรือไม่
(2) การทำอย่างนี้เพื่อให้มีคนมาสนใจเช่าพระมากขึ้นหรือไม่
(3) เป็นการเพิ่มความขลังให้กับพิธีกรรม
(4) เป็นการป้องกันการติดโรคจากพระที่อาพาธอยู่ เหมาะสมแล้ว
(5) ผู้ว่าได้รับผลประโยชน์แอบแฝงหรือไม่
",(1) การกระทำเช่นนี้เหมาะสมแล้วหรือไม่,True,True,True,Ethics
